id,t_ann,venue,ticker,exch,coin,status,note,entry_ts,exit_ts,t_in,bid,ask,spread_bp,px_in,slip_1k_bp,slip_5k_bp,funding_in,day_vol_musd,legs,legs_px_in,t_out,px_out,funding_sum,legs_px_out,legs_funding,short_net,hedge_net,net_hedged,real,r_size,r_px_in,r_stop,r_legs,r_px_out,r_legs_out,r_net_usd,r_note
binance-HYPE-1790235038,1790235038,binance,HYPE,hl,HYPE,signal,,1790365200,1790797200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
